algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
bubble_sort,random,2,1024,2
SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,0
4,,0.0,6,3
8,,0.0,28,15
16,,0.0,120,48
32,,0.0,496,246
64,,0.0,2016,1034
128,,0.0,8128,4139
256,,7813.0,32640,16163
512,,15624.0,130816,66210
1024,,55030.0,523776,262075
algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
bubble_sort,almost-sorted,2,1024,2
SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,6,1
8,,0.0,28,3
16,,0.0,120,15
32,,0.0,496,45
64,,0.0,2016,135
128,,0.0,8128,484
256,,0.0,32640,1771
512,,11173.0,130816,8156
1024,,35756.5,523776,38531
algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
bubble_sort,reverse-sorted,2,1024,2
SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,6,6
8,,0.0,28,28
16,,0.0,120,120
32,,0.0,496,496
64,,0.0,2016,2016
128,,0.0,8128,8128
256,,7813.0,32640,32640
512,,15822.5,130816,130816
1024,,78323.0,523776,523776

Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
selection_sort,random,2,1024,2
SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,2,1
4,,0.0,9,5
8,,0.0,35,9
16,,0.0,135,32
32,,0.0,527,95
64,,0.0,2079,248
128,,0.0,8255,577
256,,7813.0,32895,1333
512,,8007.0,131327,2883
1024,,31255.0,524799,6541

Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
selection_sort,almost-sorted,2,1024,2
SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,2,2
4,,0.0,9,2
8,,0.0,35,3
16,,0.0,135,3
32,,0.0,527,6
64,,0.0,2079,12
128,,0.0,8255,21
256,,0.0,32895,40
512,,7812.5,131327,79
1024,,39243.5,524799,156

Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
selection_sort,reverse-sorted,2,1024,2
SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,2,2
4,,0.0,9,6
8,,0.0,35,20
16,,0.0,135,72
32,,0.0,527,272
64,,0.0,2079,1056
128,,0.0,8255,4160
256,,0.0,32895,16512
512,,7812.5,131327,65792
1024,,47080.0,524799,262656


Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,random,2,1024,2

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,1,3
8,,0.0,12,7
16,,0.0,72,15
32,,0.0,271,31
64,,0.0,1013,63
128,,0.0,4003,127
256,,0.0,16998,255
512,,7812.5,65174,511
1024,,31448.0,265063,1023


Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,almost-sorted,2,1024,2

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,2,3
8,,0.0,4,7
16,,0.0,9,15
32,,0.0,33,31
64,,0.0,276,63
128,,0.0,593,127
256,,0.0,2022,255
512,,0.0,8415,511
1024,,7813.5,33544,1023


Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,reverse-sorted,2,1024,2

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,6,3
8,,0.0,28,7
16,,0.0,120,15
32,,0.0,496,31
64,,0.0,2016,63
128,,0.0,8128,127
256,,0.0,32640,255
512,,16876.5,130816,511
1024,,53825.0,523776,1023
