Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,almost-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,1.55,1,1
4,,2.4,2,3
8,,3.65,4,7
16,,6.85,11,15
32,,16.8,42,31
64,,49.2,152,63
128,,142.65,552,127
256,,489.05,2080,255
512,,2013.95,8152,511
1024,,8447.8,32916,1023
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,reverse-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,1.3,1,1
4,,2.8,6,3
8,,7.95,28,7
16,,27.6,120,15
32,,115.15,496,31
64,,443.65,2016,63
128,,1986.1,8128,127
256,,7015.3,32640,255
512,,29669.95,130816,511
1024,,126529.8,523776,1023
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge,random,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,2.65,1,1
4,,5.7,4,4
8,,13.95,15,15
16,,33.65,45,45
32,,81.45,120,120
64,,184.45,306,306
128,,430.0,737,737
256,,990.35,1728,1728
512,,2217.1,3964,3964
1024,,4869.65,8948,8948
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge,almost-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,2.6,1,1
4,,5.85,4,4
8,,13.7,14,14
16,,29.1,35,35
32,,67.8,95,95
64,,161.9,247,247
128,,457.3,605,605
256,,867.9,1432,1432
512,,1957.9,3410,3410
1024,,4289.4,7808,7808
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge,reverse-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,2.4,1,1
4,,5.45,4,4
8,,12.55,12,12
16,,27.85,32,32
32,,61.7,80,80
64,,135.3,192,192
128,,302.25,448,448
256,,670.7,1024,1024
512,,1461.25,2304,2304
1024,,3146.65,5120,5120
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,random,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,6.15,1,1
4,,9.95,4,5
8,,14.65,18,13
16,,26.25,48,34
32,,53.05,147,89
64,,125.55,353,220
128,,274.0,932,544
256,,568.5,2095,1193
512,,1328.65,4980,2763
1024,,3032.85,11427,6366
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,almost-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,2.1,1,1
4,,4.4,5,5
8,,11.6,23,25
16,,33.5,89,97
32,,105.6,335,334
64,,322.95,1106,1011
128,,774.9,3041,2264
256,,1903.75,7762,4985
512,,5066.5,18322,10429
1024,,8956.95,37930,21481
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,reverse-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,2.05,1,1
4,,4.65,6,5
8,,11.4,28,19
16,,39.35,120,71
32,,111.6,496,271
64,,425.25,2016,1055
128,,1636.55,8128,4159
256,,6353.85,32640,16511
512,,26904.7,130816,65791
1024,,113775.35,523776,262655
