Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,almost-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,2,3
8,,0.0,4,7
16,,0.0,6,15
32,,0.0,52,31
64,,0.0,162,63
128,,0.0,545,127
256,,267.9,2028,255
512,,1227.65,7906,511
1024,,3904.65,32941,1023
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
insertion_sort,reverse-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,6,3
8,,0.0,28,7
16,,0.0,120,15
32,,0.0,496,31
64,,100.5,2016,63
128,,901.3,8128,127
256,,3059.0,32640,255
512,,13448.6,130816,511
1024,,54142.0,523776,1023
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge,random,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,4,4
8,,0.0,15,15
16,,0.0,45,45
32,,0.0,121,121
64,,0.0,306,306
128,,0.0,737,737
256,,876.35,1725,1725
512,,998.55,3960,3960
1024,,2378.75,8954,8954
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge,almost-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,4,4
8,,0.0,13,13
16,,0.0,36,36
32,,0.0,96,96
64,,251.1,242,242
128,,250.45,602,602
256,,250.25,1454,1454
512,,821.8,3397,3397
1024,,2303.95,7840,7840
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
merge,reverse-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,4,4
8,,0.0,12,12
16,,0.0,32,32
32,,0.0,80,80
64,,0.0,192,192
128,,0.0,448,448
256,,497.85,1024,1024
512,,751.55,2304,2304
1024,,765.0,5120,5120
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,random,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,5,5
8,,0.0,16,11
16,,0.0,51,35
32,,0.0,135,92
64,,0.0,359,226
128,,0.0,907,523
256,,488.9,2080,1201
512,,999.8,4967,2855
1024,,1602.5,11701,6472
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,almost-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,5,6
8,,0.0,21,24
16,,0.0,98,108
32,,0.0,353,360
64,,400.35,1069,1002
128,,514.2,3417,2733
256,,784.15,8855,6101
512,,2231.7,18776,13234
1024,,4781.3,40617,25284
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
quick_sort,reverse-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,1,1
4,,0.0,6,5
8,,0.0,28,19
16,,0.0,120,71
32,,0.0,496,271
64,,250.55,2016,1055
128,,768.55,8128,4159
256,,3246.8,32640,16511
512,,12738.45,130816,65791
1024,,50616.2,523776,262655
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
shell_sort,random,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,2,1
4,,0.0,6,3
8,,0.0,22,11
16,,0.0,60,30
32,,0.0,156,78
64,,0.0,396,198
128,,401.2,922,461
256,,250.45,2202,1101
512,,650.9,5058,2529
1024,,2020.15,11202,5601
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
shell_sort,almost-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,2,1
4,,0.0,6,3
8,,0.0,22,11
16,,0.0,60,30
32,,0.0,156,78
64,,0.0,396,198
128,,250.25,922,461
256,,0.0,2202,1101
512,,500.85,5058,2529
1024,,1327.85,11202,5601
Algorithm,initial_configuration,MIN_SIZE,MAX_SIZE,TRIALS
shell_sort,reverse-sorted,2,1024,20

SIZE,,avg_time,avg_comps,avg_swaps
2,,0.0,2,1
4,,0.0,6,3
8,,0.0,22,11
16,,0.0,60,30
32,,0.0,156,78
64,,0.0,396,198
128,,0.0,922,461
256,,0.0,2202,1101
512,,826.3,5058,2529
1024,,1002.35,11202,5601
